timestamp,cpu,memory
2025-07-13T11:03:13.112211,0.002532699,32931840.0
2025-07-13T11:03:19.429588,0.002532699,32931840.0
2025-07-13T11:03:25.729168,0.0024735,32931840.0
2025-07-13T11:03:32.017739,0.0024735,32931840.0
2025-07-13T11:03:38.314324,0.0024735,32931840.0
2025-07-13T11:03:44.608530,0.0024735,32931840.0
2025-07-13T11:03:51.215833,0.0024735,32931840.0
2025-07-13T11:03:57.527039,0.002251959,32931840.0
2025-07-13T11:04:04.099583,0.002251959,32931840.0
2025-07-13T11:04:10.474488,0.002251959,32931840.0
2025-07-13T11:04:16.784471,0.002251959,32931840.0
2025-07-13T11:04:23.086855,0.002531962,32931840.0
2025-07-13T11:04:29.388287,0.002531962,32931840.0
2025-07-13T11:04:35.698215,0.002531962,32931840.0
2025-07-13T11:04:42.002815,0.002531962,32931840.0
2025-07-13T11:04:48.410836,0.002531962,32931840.0
2025-07-13T11:04:54.726275,0.002700225,32931840.0
2025-07-13T11:05:01.059389,0.002700225,32931840.0
2025-07-13T11:05:07.357903,0.002700225,32931840.0
2025-07-13T11:05:13.660213,0.002700225,32931840.0
2025-07-13T11:05:19.972840,0.002700225,32931840.0
2025-07-13T11:05:26.277468,0.002678326,32931840.0
2025-07-13T11:05:32.580291,0.002678326,32931840.0
2025-07-13T11:05:38.894369,0.002678326,32931840.0
2025-07-13T11:05:45.208472,0.002678326,32931840.0
2025-07-13T11:05:51.510735,0.002678326,32931840.0
2025-07-13T11:05:57.814793,0.00252174,32931840.0
2025-07-13T11:06:04.218369,0.00252174,32931840.0
2025-07-13T11:06:10.642833,0.00252174,32931840.0
2025-07-13T11:06:16.933934,0.00252174,32931840.0
2025-07-13T11:06:23.248434,0.002345584,32931840.0
2025-07-13T11:06:29.539078,0.002345584,32931840.0
2025-07-13T11:06:35.844809,0.002345584,32931840.0
2025-07-13T11:06:42.129482,0.002345584,32931840.0
2025-07-13T11:06:48.478242,0.002345584,32931840.0
2025-07-13T11:06:54.835230,0.002259633,32931840.0
2025-07-13T11:07:01.132075,0.002259633,32931840.0
2025-07-13T11:07:07.433006,0.002259633,32931840.0
2025-07-13T11:07:13.743883,0.002259633,32931840.0
2025-07-13T11:07:20.034827,0.002259633,32931840.0
2025-07-13T11:07:26.404775,0.002508531,32731136.0
2025-07-13T11:07:32.760482,0.002508531,32731136.0
2025-07-13T11:07:39.047089,0.002508531,32731136.0
2025-07-13T11:07:45.348325,0.002508531,32731136.0
2025-07-13T11:07:51.665767,0.002508531,32731136.0
2025-07-13T11:07:57.955074,0.002431506,32755712.0
2025-07-13T11:08:04.320054,0.002431506,32755712.0
2025-07-13T11:08:10.634694,0.002431506,32755712.0
2025-07-13T11:08:17.003628,0.002431506,32755712.0
2025-07-13T11:08:23.303976,0.002276296,32755712.0
2025-07-13T11:08:29.602801,0.002276296,32755712.0
2025-07-13T11:08:35.892427,0.002276296,32755712.0
2025-07-13T11:08:42.206342,0.002276296,32755712.0
2025-07-13T11:08:48.568873,0.002276296,32755712.0
2025-07-13T11:08:54.869359,0.002312027,32755712.0
2025-07-13T11:09:01.168017,0.002312027,32755712.0
