level,ip,port,method,path,status,msg,timestamp,message,endpoint
ÿþINFO,172.17.0.1,51906,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,51922,POST,/login?username=admin,200,OK,,OK,/login?username=admin
INFO,172.17.0.1,51928,DELETE,/user/8/delete?user_id=8,200,OK,,OK,/user/8/delete?user_id=8
INFO,172.17.0.1,51930,POST,/auth/logout?username=user58,200,OK,,OK,/auth/logout?username=user58
INFO,172.17.0.1,51946,POST,/register?username=user74,200,OK,,OK,/register?username=user74
INFO,172.17.0.1,51958,GET,/admin/stats,200,OK,,OK,/admin/stats
INFO,172.17.0.1,51960,GET,/non-existent-route,404,Not Found,,Not Found,/non-existent-route
INFO,172.17.0.1,51968,POST,/auth/logout?username=user86,200,OK,,OK,/auth/logout?username=user86
INFO,172.17.0.1,51970,POST,/auth/refresh?token=token-user37,200,OK,,OK,/auth/refresh?token=token-user37
INFO,172.17.0.1,51974,GET,/doesnotexist,404,Not Found,,Not Found,/doesnotexist
INFO,172.17.0.1,51982,DELETE,/items/14/delete?item_id=14,200,OK,,OK,/items/14/delete?item_id=14
INFO,172.17.0.1,51988,PUT,/user/8/update?user_id=8&name=User78,200,OK,,OK,/user/8/update?user_id=8&name=User78
INFO,172.17.0.1,51998,GET,/bad,404,Not Found,,Not Found,/bad
INFO,172.17.0.1,52010,GET,/error,200,OK,,OK,/error
INFO,172.17.0.1,52022,GET,/fail,500,Internal Server Error,,Internal Server Error,/fail
INFO,172.17.0.1,52024,GET,/status,200,OK,,OK,/status
INFO,172.17.0.1,52040,GET,/fail,500,Internal Server Error,,Internal Server Error,/fail
INFO,172.17.0.1,52046,GET,/fail,500,Internal Server Error,,Internal Server Error,/fail
INFO,172.17.0.1,52050,GET,/slow,200,OK,,OK,/slow
INFO,172.17.0.1,52054,GET,/admin/stats,200,OK,,OK,/admin/stats
INFO,172.17.0.1,52056,GET,/404,404,Not Found,,Not Found,/404
INFO,172.17.0.1,52060,POST,/auth/logout?username=user100,200,OK,,OK,/auth/logout?username=user100
INFO,172.17.0.1,52062,GET,/doesnotexist,404,Not Found,,Not Found,/doesnotexist
INFO,172.17.0.1,52078,GET,/search?q=item,200,OK,,OK,/search?q=item
INFO,172.17.0.1,52090,GET,/search?q=item,200,OK,,OK,/search?q=item
INFO,172.17.0.1,52100,POST,/order/6311/cancel?order_id=6311,200,OK,,OK,/order/6311/cancel?order_id=6311
INFO,172.17.0.1,52110,GET,/items,200,OK,,OK,/items
INFO,172.17.0.1,52124,GET,/non-existent-route,404,Not Found,,Not Found,/non-existent-route
INFO,172.17.0.1,52136,POST,/logout?username=user21,200,OK,,OK,/logout?username=user21
INFO,172.17.0.1,52148,GET,/admin/stats,200,OK,,OK,/admin/stats
INFO,172.17.0.1,52162,POST,/auth/logout?username=user14,200,OK,,OK,/auth/logout?username=user14
INFO,172.17.0.1,52174,GET,/items/9?item_id=9,200,OK,,OK,/items/9?item_id=9
INFO,172.17.0.1,52182,PUT,/user/15/update?user_id=15&name=User56,200,OK,,OK,/user/15/update?user_id=15&name=User56
INFO,172.17.0.1,52194,POST,/login?username=user95,200,OK,,OK,/login?username=user95
INFO,172.17.0.1,52200,GET,/items,200,OK,,OK,/items
INFO,172.17.0.1,52216,GET,/admin/stats,200,OK,,OK,/admin/stats
INFO,172.17.0.1,52224,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,52234,GET,/bad,404,Not Found,,Not Found,/bad
INFO,172.17.0.1,52244,GET,/non-existent-route,404,Not Found,,Not Found,/non-existent-route
INFO,172.17.0.1,52250,GET,/error,200,OK,,OK,/error
INFO,172.17.0.1,52266,GET,/order/1541?order_id=1541,200,OK,,OK,/order/1541?order_id=1541
INFO,172.17.0.1,52280,GET,/slow,200,OK,,OK,/slow
INFO,172.17.0.1,52286,GET,/search?q=test,200,OK,,OK,/search?q=test
INFO,172.17.0.1,52302,GET,/search?q=item,200,OK,,OK,/search?q=item
INFO,172.17.0.1,52310,GET,/items/0?item_id=0,404,Not Found,,Not Found,/items/0?item_id=0
INFO,172.17.0.1,52314,GET,/search?q=test,200,OK,,OK,/search?q=test
INFO,172.17.0.1,52326,GET,/random,404,Not Found,,Not Found,/random
INFO,172.17.0.1,52336,GET,/admin/logs,200,OK,,OK,/admin/logs
INFO,172.17.0.1,52342,POST,/items?name=item94,200,OK,,OK,/items?name=item94
INFO,172.17.0.1,52350,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,52360,POST,/auth/refresh?token=token-user39,200,OK,,OK,/auth/refresh?token=token-user39
INFO,172.17.0.1,52364,GET,/doesnotexist,404,Not Found,,Not Found,/doesnotexist
INFO,172.17.0.1,52378,DELETE,/items/7/delete?item_id=7,200,OK,,OK,/items/7/delete?item_id=7
INFO,172.17.0.1,52392,GET,/search?q=item,200,OK,,OK,/search?q=item
INFO,172.17.0.1,52408,GET,/,200,OK,,OK,/
INFO,172.17.0.1,52410,POST,/auth/logout?username=user73,200,OK,,OK,/auth/logout?username=user73
INFO,172.17.0.1,52414,PUT,/user/14/update?user_id=14&name=User2,200,OK,,OK,/user/14/update?user_id=14&name=User2
INFO,172.17.0.1,52418,POST,/items?name=item40,200,OK,,OK,/items?name=item40
INFO,172.17.0.1,52428,GET,/non-existent-route,404,Not Found,,Not Found,/non-existent-route
INFO,172.17.0.1,52444,GET,/non-existent-route,404,Not Found,,Not Found,/non-existent-route
INFO,172.17.0.1,52458,GET,/unstable,200,OK,,OK,/unstable
INFO,172.17.0.1,52474,GET,/order/4569?order_id=4569,200,OK,,OK,/order/4569?order_id=4569
INFO,172.17.0.1,52484,POST,/order?item_id=15&user_id=20,200,OK,,OK,/order?item_id=15&user_id=20
INFO,172.17.0.1,52494,GET,/user/4?user_id=4,200,OK,,OK,/user/4?user_id=4
INFO,172.17.0.1,52498,GET,/non-existent-route,404,Not Found,,Not Found,/non-existent-route
INFO,172.17.0.1,52504,GET,/slow,200,OK,,OK,/slow
INFO,172.17.0.1,52518,POST,/order?item_id=8&user_id=1,200,OK,,OK,/order?item_id=8&user_id=1
INFO,172.17.0.1,52532,GET,/non-existent-route,404,Not Found,,Not Found,/non-existent-route
INFO,172.17.0.1,52546,GET,/order/8968?order_id=8968,200,OK,,OK,/order/8968?order_id=8968
INFO,172.17.0.1,52558,POST,/logout?username=user29,200,OK,,OK,/logout?username=user29
INFO,172.17.0.1,52566,POST,/login?username=admin,200,OK,,OK,/login?username=admin
INFO,172.17.0.1,52572,GET,/items,200,OK,,OK,/items
INFO,172.17.0.1,52574,PUT,/items/9/update?item_id=9&name=Item32,200,OK,,OK,/items/9/update?item_id=9&name=Item32
INFO,172.17.0.1,52598,GET,/,200,OK,,OK,/
INFO,172.17.0.1,52586,GET,/slow,200,OK,,OK,/slow
INFO,172.17.0.1,52618,GET,/user/16?user_id=16,200,OK,,OK,/user/16?user_id=16
INFO,172.17.0.1,52622,POST,/items?name=item15,200,OK,,OK,/items?name=item15
INFO,172.17.0.1,52624,GET,/search?q=slow,200,OK,,OK,/search?q=slow
INFO,172.17.0.1,52630,POST,/order/7288/cancel?order_id=7288,200,OK,,OK,/order/7288/cancel?order_id=7288
INFO,172.17.0.1,52644,GET,/items,200,OK,,OK,/items
INFO,172.17.0.1,52648,GET,/bad,404,Not Found,,Not Found,/bad
INFO,172.17.0.1,52662,POST,/register?username=user33,200,OK,,OK,/register?username=user33
INFO,172.17.0.1,52678,GET,/fail,500,Internal Server Error,,Internal Server Error,/fail
INFO,172.17.0.1,52690,GET,/error,200,OK,,OK,/error
INFO,172.17.0.1,52694,GET,/admin/stats,200,OK,,OK,/admin/stats
INFO,172.17.0.1,52696,GET,/404,404,Not Found,,Not Found,/404
INFO,172.17.0.1,52708,GET,/admin/logs,200,OK,,OK,/admin/logs
INFO,172.17.0.1,52714,POST,/order/7438/cancel?order_id=7438,200,OK,,OK,/order/7438/cancel?order_id=7438
INFO,172.17.0.1,52724,DELETE,/user/17/delete?user_id=17,200,OK,,OK,/user/17/delete?user_id=17
INFO,172.17.0.1,52736,POST,/order?item_id=16&user_id=19,200,OK,,OK,/order?item_id=16&user_id=19
INFO,172.17.0.1,52744,GET,/bad,404,Not Found,,Not Found,/bad
INFO,172.17.0.1,52746,GET,/status,200,OK,,OK,/status
INFO,172.17.0.1,52598,GET,/,200,OK,,OK,/
INFO,172.17.0.1,52760,GET,/unstable,504,Gateway Timeout,,Gateway Timeout,/unstable
INFO,172.17.0.1,40454,GET,/user/8?user_id=8,200,OK,,OK,/user/8?user_id=8
INFO,172.17.0.1,52598,GET,/.well-known/appspecific/com.chrome.devtools.json,404,Not Found,,Not Found,/.well-known/appspecific/com.chrome.devtools.json
INFO,172.17.0.1,40464,GET,/slow,200,OK,,OK,/slow
INFO,172.17.0.1,40466,GET,/missing,404,Not Found,,Not Found,/missing
INFO,172.17.0.1,40478,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,40482,DELETE,/items/2/delete?item_id=2,200,OK,,OK,/items/2/delete?item_id=2
INFO,172.17.0.1,40486,DELETE,/items/19/delete?item_id=19,200,OK,,OK,/items/19/delete?item_id=19
INFO,172.17.0.1,52598,GET,/,200,OK,,OK,/
INFO,172.17.0.1,52598,GET,/.well-known/appspecific/com.chrome.devtools.json,404,Not Found,,Not Found,/.well-known/appspecific/com.chrome.devtools.json
INFO,172.17.0.1,40498,GET,/slow,200,OK,,OK,/slow
INFO,172.17.0.1,40500,POST,/auth/login?username=user39,200,OK,,OK,/auth/login?username=user39
INFO,172.17.0.1,40502,GET,/random,404,Not Found,,Not Found,/random
INFO,172.17.0.1,40508,GET,/order/3137?order_id=3137,200,OK,,OK,/order/3137?order_id=3137
INFO,172.17.0.1,40516,GET,/admin/stats,200,OK,,OK,/admin/stats
INFO,172.17.0.1,40520,GET,/search?q=item,200,OK,,OK,/search?q=item
INFO,172.17.0.1,40526,POST,/login?username=user9,200,OK,,OK,/login?username=user9
INFO,172.17.0.1,40538,POST,/register?username=user58,200,OK,,OK,/register?username=user58
INFO,172.17.0.1,40540,GET,/missing,404,Not Found,,Not Found,/missing
INFO,172.17.0.1,40542,GET,/slow,200,OK,,OK,/slow
INFO,172.17.0.1,40554,DELETE,/user/15/delete?user_id=15,200,OK,,OK,/user/15/delete?user_id=15
INFO,172.17.0.1,40564,GET,/admin/logs,200,OK,,OK,/admin/logs
INFO,172.17.0.1,40572,GET,/doesnotexist,404,Not Found,,Not Found,/doesnotexist
INFO,172.17.0.1,40586,GET,/bad,404,Not Found,,Not Found,/bad
INFO,172.17.0.1,40596,GET,/health,200,OK,,OK,/health
INFO,172.17.0.1,40612,POST,/auth/refresh?token=token-user58,200,OK,,OK,/auth/refresh?token=token-user58
INFO,172.17.0.1,40624,PUT,/user/16/update?user_id=16&name=User1,200,OK,,OK,/user/16/update?user_id=16&name=User1
INFO,172.17.0.1,40634,GET,/bad,404,Not Found,,Not Found,/bad
INFO,172.17.0.1,40640,PUT,/user/3/update?user_id=3&name=User40,200,OK,,OK,/user/3/update?user_id=3&name=User40
INFO,172.17.0.1,40646,GET,/missing,404,Not Found,,Not Found,/missing
INFO,172.17.0.1,40652,POST,/login?username=admin,200,OK,,OK,/login?username=admin
INFO,172.17.0.1,40660,GET,/,200,OK,,OK,/
INFO,172.17.0.1,40674,POST,/auth/refresh?token=token-user25,200,OK,,OK,/auth/refresh?token=token-user25
INFO,172.17.0.1,40690,GET,/bad,404,Not Found,,Not Found,/bad
INFO,172.17.0.1,40706,GET,/admin/stats,200,OK,,OK,/admin/stats
INFO,172.17.0.1,40714,GET,/404,404,Not Found,,Not Found,/404
INFO,172.17.0.1,40720,GET,/doesnotexist,404,Not Found,,Not Found,/doesnotexist
INFO,172.17.0.1,40730,POST,/auth/logout?username=user59,200,OK,,OK,/auth/logout?username=user59
INFO,172.17.0.1,40732,GET,/user/-2?user_id=-2,400,Bad Request,,Bad Request,/user/-2?user_id=-2
INFO,172.17.0.1,40738,POST,/auth/refresh?token=token-user26,200,OK,,OK,/auth/refresh?token=token-user26
INFO,172.17.0.1,40742,GET,/non-existent-route,404,Not Found,,Not Found,/non-existent-route
INFO,172.17.0.1,40756,GET,/fail,500,Internal Server Error,,Internal Server Error,/fail
INFO,172.17.0.1,40772,GET,/unstable,504,Gateway Timeout,,Gateway Timeout,/unstable
INFO,172.17.0.1,45662,POST,/logout?username=user93,200,OK,,OK,/logout?username=user93
INFO,172.17.0.1,45670,PUT,/items/16/update?item_id=16&name=Item26,200,OK,,OK,/items/16/update?item_id=16&name=Item26
INFO,172.17.0.1,45678,GET,/fail,500,Internal Server Error,,Internal Server Error,/fail
INFO,172.17.0.1,45684,GET,/admin/stats,200,OK,,OK,/admin/stats
INFO,172.17.0.1,45698,GET,/unstable,500,Internal Server Error,,Internal Server Error,/unstable
INFO,172.17.0.1,45706,GET,/bad,404,Not Found,,Not Found,/bad
INFO,172.17.0.1,45716,GET,/search?q=admin,200,OK,,OK,/search?q=admin
INFO,172.17.0.1,45720,GET,/order/7957?order_id=7957,200,OK,,OK,/order/7957?order_id=7957
INFO,172.17.0.1,45732,POST,/register?username=user28,200,OK,,OK,/register?username=user28
INFO,172.17.0.1,45748,DELETE,/items/15/delete?item_id=15,200,OK,,OK,/items/15/delete?item_id=15
INFO,172.17.0.1,45764,GET,/doesnotexist,404,Not Found,,Not Found,/doesnotexist
INFO,172.17.0.1,45776,DELETE,/user/15/delete?user_id=15,200,OK,,OK,/user/15/delete?user_id=15
INFO,172.17.0.1,45786,GET,/404,404,Not Found,,Not Found,/404
INFO,172.17.0.1,45788,GET,/missing,404,Not Found,,Not Found,/missing
INFO,172.17.0.1,45792,GET,/fail,500,Internal Server Error,,Internal Server Error,/fail
INFO,172.17.0.1,45794,GET,/non-existent-route,404,Not Found,,Not Found,/non-existent-route
INFO,172.17.0.1,45798,GET,/items/5?item_id=5,404,Not Found,,Not Found,/items/5?item_id=5
INFO,172.17.0.1,45806,GET,/unstable,400,Bad Request,,Bad Request,/unstable
INFO,172.17.0.1,45820,DELETE,/items/5/delete?item_id=5,200,OK,,OK,/items/5/delete?item_id=5
INFO,172.17.0.1,45830,POST,/login?username=user72,200,OK,,OK,/login?username=user72
INFO,172.17.0.1,45840,GET,/status,200,OK,,OK,/status
INFO,172.17.0.1,45842,POST,/auth/login?username=user100,200,OK,,OK,/auth/login?username=user100
INFO,172.17.0.1,45852,GET,/404,404,Not Found,,Not Found,/404
INFO,172.17.0.1,45866,GET,/404,404,Not Found,,Not Found,/404
